Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-15 09:00:00+08:00,0.175,0.175,0.175,0.175,0,0,0
2020-06-15 09:04:00+08:00,0.175,0.175,0.175,0.175,0,0,0
2020-06-15 09:08:00+08:00,0.18,0.18,0.18,0.18,76500,0,0
2020-06-15 09:09:00+08:00,0.18,0.18,0.18,0.18,10000,0,0
2020-06-15 09:25:00+08:00,0.18,0.18,0.18,0.18,7000,0,0
2020-06-15 09:27:00+08:00,0.18,0.18,0.18,0.18,28000,0,0
2020-06-15 09:33:00+08:00,0.18,0.18,0.18,0.18,0,0,0
2020-06-15 09:44:00+08:00,0.185,0.185,0.185,0.185,146500,0,0
2020-06-15 09:56:00+08:00,0.185,0.185,0.185,0.185,20000,0,0
2020-06-15 09:57:00+08:00,0.185,0.185,0.185,0.185,3500,0,0
2020-06-15 10:05:00+08:00,0.185,0.19,0.185,0.19,90000,0,0
2020-06-15 10:06:00+08:00,0.19,0.19,0.19,0.19,36500,0,0
2020-06-15 10:07:00+08:00,0.19,0.19,0.19,0.19,3500,0,0
2020-06-15 10:17:00+08:00,0.185,0.185,0.185,0.185,10000,0,0
2020-06-15 10:41:00+08:00,0.185,0.185,0.185,0.185,10000,0,0
2020-06-15 10:42:00+08:00,0.185,0.185,0.185,0.185,26000,0,0
2020-06-15 11:22:00+08:00,0.185,0.185,0.185,0.185,100000,0,0
2020-06-15 11:25:00+08:00,0.185,0.185,0.185,0.185,0,0,0
2020-06-15 11:56:00+08:00,0.185,0.185,0.185,0.185,472500,0,0
2020-06-15 12:22:00+08:00,0.185,0.185,0.185,0.185,1500,0,0
2020-06-15 14:39:00+08:00,0.185,0.185,0.185,0.185,5500,0,0
2020-06-15 15:58:00+08:00,0.18,0.18,0.18,0.18,16000,0,0
2020-06-15 16:26:00+08:00,0.18,0.18,0.18,0.18,10100,0,0
2020-06-15 16:43:00+08:00,0.18,0.18,0.18,0.18,15000,0,0
