Datetime,Close,CloseLast,CloseFirst,Grad,Grad_Pct,rolling_days,Fibo236,Fibo382,Fibo500,Fibo618,Fibo764,FiboStartDate,FiboStartPrice
2020-05-08 08:00:00+08:00,2.34,2.34,1.86,0.47999999999999976,25.806451612903214,28,2.22672,2.15664,2.1,2.04336,1.97328,2020-06-26 08:00:00+08:00,2.21
