Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-22 09:09:00+08:00,0.36,0.36,0.36,0.36,0,0,0
2020-06-22 09:25:00+08:00,0.365,0.365,0.365,0.365,10000,0,0
2020-06-22 09:32:00+08:00,0.36,0.36,0.36,0.36,20000,0,0
2020-06-22 09:58:00+08:00,0.355,0.355,0.355,0.355,10000,0,0
2020-06-22 10:30:00+08:00,0.355,0.355,0.355,0.355,2500,0,0
2020-06-22 10:32:00+08:00,0.355,0.355,0.355,0.355,5300,0,0
2020-06-22 10:34:00+08:00,0.355,0.355,0.355,0.355,20100,0,0
2020-06-22 11:38:00+08:00,0.355,0.355,0.355,0.355,10000,0,0
2020-06-22 15:49:00+08:00,0.355,0.355,0.355,0.355,10000,0,0
2020-06-22 16:31:00+08:00,0.355,0.355,0.355,0.355,10000,0,0
2020-06-22 16:40:00+08:00,0.36,0.36,0.36,0.36,5000,0,0
