Datetime,Close,CloseLast,CloseFirst,Grad,Grad_Pct,rolling_days,Fibo236,Fibo382,Fibo500,Fibo618,Fibo764,FiboStartDate,FiboStartPrice
2020-05-04 08:00:00+08:00,0.59,0.59,0.43,0.15999999999999998,37.20930232558139,23,0.55224,0.52888,0.51,0.49112,0.46775999999999995,2020-06-30 08:00:00+08:00,0.495
