Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-11 09:00:00+08:00,0.32,0.32,0.32,0.32,0,0,0
2020-06-11 09:01:00+08:00,0.32,0.32,0.32,0.32,2127700,0,0
2020-06-11 09:02:00+08:00,0.32,0.325,0.32,0.325,65000,0,0
2020-06-11 09:03:00+08:00,0.325,0.325,0.325,0.325,49000,0,0
2020-06-11 09:04:00+08:00,0.325,0.325,0.325,0.325,560000,0,0
2020-06-11 09:05:00+08:00,0.325,0.325,0.325,0.325,1140000,0,0
2020-06-11 09:06:00+08:00,0.325,0.325,0.325,0.325,855700,0,0
2020-06-11 09:07:00+08:00,0.325,0.325,0.325,0.325,954300,0,0
2020-06-11 09:08:00+08:00,0.325,0.325,0.325,0.325,1201200,0,0
2020-06-11 09:09:00+08:00,0.325,0.325,0.325,0.325,20000,0,0
2020-06-11 09:10:00+08:00,0.325,0.33,0.325,0.325,367800,0,0
2020-06-11 09:11:00+08:00,0.325,0.325,0.325,0.325,817300,0,0
2020-06-11 09:12:00+08:00,0.325,0.325,0.325,0.325,313200,0,0
2020-06-11 09:13:00+08:00,0.325,0.325,0.325,0.325,219500,0,0
2020-06-11 09:14:00+08:00,0.325,0.325,0.325,0.325,533500,0,0
2020-06-11 09:15:00+08:00,0.325,0.33,0.325,0.33,243100,0,0
2020-06-11 09:16:00+08:00,0.33,0.33,0.33,0.33,89600,0,0
2020-06-11 09:17:00+08:00,0.33,0.33,0.325,0.33,12400,0,0
2020-06-11 09:18:00+08:00,0.33,0.33,0.33,0.33,180400,0,0
2020-06-11 09:19:00+08:00,0.33,0.33,0.33,0.33,84500,0,0
2020-06-11 09:20:00+08:00,0.33,0.33,0.325,0.325,110000,0,0
2020-06-11 09:21:00+08:00,0.33,0.33,0.325,0.325,390000,0,0
2020-06-11 09:22:00+08:00,0.33,0.33,0.33,0.33,98500,0,0
2020-06-11 09:23:00+08:00,0.33,0.33,0.33,0.33,130000,0,0
2020-06-11 09:24:00+08:00,0.33,0.33,0.33,0.33,133500,0,0
2020-06-11 09:25:00+08:00,0.33,0.33,0.33,0.33,48500,0,0
2020-06-11 09:26:00+08:00,0.33,0.33,0.33,0.33,205000,0,0
2020-06-11 09:27:00+08:00,0.33,0.33,0.33,0.33,20000,0,0
2020-06-11 09:28:00+08:00,0.33,0.33,0.33,0.33,103000,0,0
2020-06-11 09:29:00+08:00,0.33,0.33,0.33,0.33,88500,0,0
2020-06-11 09:30:00+08:00,0.33,0.33,0.33,0.33,65000,0,0
2020-06-11 09:31:00+08:00,0.33,0.33,0.33,0.33,40000,0,0
2020-06-11 09:32:00+08:00,0.33,0.33,0.33,0.33,36500,0,0
2020-06-11 09:33:00+08:00,0.33,0.33,0.33,0.33,2504000,0,0
2020-06-11 09:34:00+08:00,0.33,0.335,0.33,0.33,406200,0,0
2020-06-11 09:35:00+08:00,0.33,0.335,0.33,0.335,305100,0,0
2020-06-11 09:36:00+08:00,0.335,0.335,0.325,0.33,2504900,0,0
2020-06-11 09:37:00+08:00,0.33,0.335,0.33,0.33,517000,0,0
2020-06-11 09:38:00+08:00,0.33,0.33,0.33,0.33,523000,0,0
2020-06-11 09:39:00+08:00,0.33,0.33,0.325,0.33,405500,0,0
2020-06-11 09:40:00+08:00,0.33,0.33,0.33,0.33,588700,0,0
2020-06-11 09:41:00+08:00,0.33,0.335,0.33,0.335,213600,0,0
2020-06-11 09:42:00+08:00,0.335,0.335,0.335,0.335,49000,0,0
2020-06-11 09:43:00+08:00,0.33,0.335,0.33,0.335,325000,0,0
2020-06-11 09:44:00+08:00,0.335,0.335,0.335,0.335,2160700,0,0
2020-06-11 09:45:00+08:00,0.335,0.34,0.335,0.34,186000,0,0
2020-06-11 09:46:00+08:00,0.34,0.34,0.34,0.34,349900,0,0
2020-06-11 09:47:00+08:00,0.34,0.34,0.34,0.34,724100,0,0
2020-06-11 09:48:00+08:00,0.34,0.34,0.34,0.34,1756400,0,0
2020-06-11 09:49:00+08:00,0.34,0.34,0.335,0.34,2354800,0,0
2020-06-11 09:50:00+08:00,0.34,0.34,0.34,0.34,211000,0,0
2020-06-11 09:51:00+08:00,0.34,0.34,0.34,0.34,113500,0,0
2020-06-11 09:52:00+08:00,0.34,0.34,0.34,0.34,52000,0,0
2020-06-11 09:53:00+08:00,0.34,0.34,0.335,0.34,103900,0,0
2020-06-11 09:54:00+08:00,0.34,0.34,0.34,0.34,154800,0,0
2020-06-11 09:55:00+08:00,0.34,0.34,0.335,0.34,273000,0,0
2020-06-11 09:56:00+08:00,0.34,0.34,0.335,0.34,87000,0,0
2020-06-11 09:57:00+08:00,0.34,0.34,0.34,0.34,265000,0,0
2020-06-11 09:58:00+08:00,0.34,0.34,0.34,0.34,42700,0,0
2020-06-11 09:59:00+08:00,0.34,0.34,0.335,0.335,42900,0,0
2020-06-11 10:00:00+08:00,0.335,0.34,0.335,0.34,70000,0,0
2020-06-11 10:01:00+08:00,0.34,0.34,0.33,0.33,1346400,0,0
2020-06-11 10:02:00+08:00,0.33,0.33,0.33,0.33,55600,0,0
2020-06-11 10:03:00+08:00,0.33,0.33,0.33,0.33,151500,0,0
2020-06-11 10:04:00+08:00,0.33,0.33,0.33,0.33,23000,0,0
2020-06-11 10:05:00+08:00,0.33,0.335,0.33,0.335,300000,0,0
2020-06-11 10:06:00+08:00,0.33,0.335,0.33,0.335,230800,0,0
2020-06-11 10:07:00+08:00,0.335,0.335,0.335,0.335,1323400,0,0
2020-06-11 10:08:00+08:00,0.335,0.335,0.33,0.335,775200,0,0
2020-06-11 10:09:00+08:00,0.335,0.335,0.335,0.335,145600,0,0
2020-06-11 10:10:00+08:00,0.335,0.335,0.335,0.335,103000,0,0
2020-06-11 10:11:00+08:00,0.335,0.335,0.335,0.335,21000,0,0
2020-06-11 10:12:00+08:00,0.335,0.335,0.335,0.335,81000,0,0
2020-06-11 10:13:00+08:00,0.335,0.335,0.335,0.335,118000,0,0
2020-06-11 10:14:00+08:00,0.335,0.335,0.335,0.335,10000,0,0
2020-06-11 10:15:00+08:00,0.335,0.335,0.335,0.335,75000,0,0
2020-06-11 10:16:00+08:00,0.335,0.335,0.335,0.335,35000,0,0
2020-06-11 10:17:00+08:00,0.335,0.335,0.335,0.335,21000,0,0
2020-06-11 10:18:00+08:00,0.335,0.335,0.335,0.335,20000,0,0
2020-06-11 10:19:00+08:00,0.335,0.335,0.335,0.335,39500,0,0
2020-06-11 10:20:00+08:00,0.335,0.335,0.33,0.33,140000,0,0
2020-06-11 10:21:00+08:00,0.335,0.335,0.335,0.335,50000,0,0
2020-06-11 10:23:00+08:00,0.33,0.335,0.33,0.335,26800,0,0
2020-06-11 10:24:00+08:00,0.335,0.335,0.335,0.335,11000,0,0
2020-06-11 10:25:00+08:00,0.335,0.335,0.335,0.335,43300,0,0
2020-06-11 10:26:00+08:00,0.335,0.335,0.33,0.33,535900,0,0
2020-06-11 10:27:00+08:00,0.33,0.335,0.33,0.33,377200,0,0
2020-06-11 10:28:00+08:00,0.33,0.335,0.33,0.33,248000,0,0
2020-06-11 10:29:00+08:00,0.335,0.335,0.33,0.335,37900,0,0
2020-06-11 10:30:00+08:00,0.33,0.33,0.33,0.33,38000,0,0
2020-06-11 10:31:00+08:00,0.33,0.33,0.33,0.33,103500,0,0
2020-06-11 10:32:00+08:00,0.33,0.33,0.33,0.33,230000,0,0
2020-06-11 10:33:00+08:00,0.33,0.33,0.33,0.33,83000,0,0
2020-06-11 10:34:00+08:00,0.33,0.33,0.33,0.33,30300,0,0
2020-06-11 10:35:00+08:00,0.335,0.335,0.335,0.335,15000,0,0
2020-06-11 10:36:00+08:00,0.335,0.335,0.335,0.335,1500,0,0
2020-06-11 10:39:00+08:00,0.33,0.335,0.33,0.335,75000,0,0
2020-06-11 10:40:00+08:00,0.33,0.33,0.33,0.33,150000,0,0
2020-06-11 10:41:00+08:00,0.33,0.33,0.33,0.33,42000,0,0
2020-06-11 10:42:00+08:00,0.33,0.33,0.33,0.33,1056900,0,0
2020-06-11 10:43:00+08:00,0.33,0.33,0.33,0.33,111100,0,0
2020-06-11 10:44:00+08:00,0.33,0.33,0.33,0.33,77100,0,0
2020-06-11 10:45:00+08:00,0.33,0.33,0.33,0.33,82500,0,0
2020-06-11 10:46:00+08:00,0.33,0.33,0.33,0.33,15000,0,0
2020-06-11 10:47:00+08:00,0.33,0.33,0.33,0.33,134300,0,0
2020-06-11 10:48:00+08:00,0.33,0.33,0.33,0.33,12500,0,0
2020-06-11 10:49:00+08:00,0.33,0.33,0.33,0.33,45000,0,0
2020-06-11 10:50:00+08:00,0.33,0.33,0.33,0.33,577700,0,0
2020-06-11 10:51:00+08:00,0.33,0.33,0.33,0.33,100000,0,0
2020-06-11 10:53:00+08:00,0.33,0.33,0.33,0.33,10000,0,0
2020-06-11 10:54:00+08:00,0.33,0.33,0.33,0.33,10000,0,0
2020-06-11 10:56:00+08:00,0.33,0.33,0.33,0.33,6000,0,0
2020-06-11 10:57:00+08:00,0.33,0.33,0.33,0.33,438000,0,0
2020-06-11 10:59:00+08:00,0.33,0.33,0.33,0.33,128000,0,0
2020-06-11 11:00:00+08:00,0.33,0.33,0.33,0.33,65000,0,0
2020-06-11 11:01:00+08:00,0.33,0.33,0.33,0.33,20000,0,0
2020-06-11 11:02:00+08:00,0.33,0.33,0.33,0.33,20000,0,0
2020-06-11 11:03:00+08:00,0.33,0.33,0.33,0.33,10000,0,0
2020-06-11 11:04:00+08:00,0.33,0.33,0.33,0.33,8000,0,0
2020-06-11 11:05:00+08:00,0.325,0.325,0.32,0.325,1231900,0,0
2020-06-11 11:06:00+08:00,0.325,0.325,0.325,0.325,105000,0,0
2020-06-11 11:07:00+08:00,0.32,0.325,0.32,0.325,38000,0,0
2020-06-11 11:08:00+08:00,0.325,0.325,0.32,0.325,61000,0,0
2020-06-11 11:09:00+08:00,0.325,0.325,0.325,0.325,625000,0,0
2020-06-11 11:10:00+08:00,0.325,0.325,0.325,0.325,27000,0,0
2020-06-11 11:11:00+08:00,0.325,0.325,0.325,0.325,140000,0,0
2020-06-11 11:12:00+08:00,0.325,0.325,0.325,0.325,146500,0,0
2020-06-11 11:13:00+08:00,0.325,0.325,0.325,0.325,39100,0,0
2020-06-11 11:14:00+08:00,0.325,0.325,0.325,0.325,10000,0,0
2020-06-11 11:15:00+08:00,0.33,0.33,0.33,0.33,10000,0,0
2020-06-11 11:16:00+08:00,0.33,0.33,0.33,0.33,1000,0,0
2020-06-11 11:17:00+08:00,0.33,0.33,0.325,0.325,15500,0,0
2020-06-11 11:18:00+08:00,0.33,0.33,0.33,0.33,6000,0,0
2020-06-11 11:23:00+08:00,0.33,0.33,0.33,0.33,30000,0,0
2020-06-11 11:24:00+08:00,0.325,0.325,0.325,0.325,10000,0,0
2020-06-11 11:25:00+08:00,0.33,0.33,0.33,0.33,3000,0,0
2020-06-11 11:26:00+08:00,0.325,0.325,0.325,0.325,8500,0,0
2020-06-11 11:27:00+08:00,0.325,0.325,0.325,0.325,150000,0,0
2020-06-11 11:28:00+08:00,0.325,0.325,0.325,0.325,220000,0,0
2020-06-11 11:29:00+08:00,0.325,0.325,0.325,0.325,70000,0,0
2020-06-11 11:30:00+08:00,0.325,0.325,0.325,0.325,87700,0,0
2020-06-11 11:31:00+08:00,0.325,0.325,0.325,0.325,10000,0,0
2020-06-11 11:33:00+08:00,0.32,0.32,0.32,0.32,10000,0,0
2020-06-11 11:35:00+08:00,0.325,0.325,0.325,0.325,148300,0,0
2020-06-11 11:36:00+08:00,0.325,0.325,0.325,0.325,22700,0,0
2020-06-11 11:37:00+08:00,0.325,0.325,0.325,0.325,5000,0,0
2020-06-11 11:38:00+08:00,0.325,0.325,0.325,0.325,5000,0,0
2020-06-11 11:39:00+08:00,0.325,0.325,0.325,0.325,20000,0,0
2020-06-11 11:40:00+08:00,0.325,0.325,0.32,0.32,52900,0,0
2020-06-11 11:41:00+08:00,0.325,0.325,0.325,0.325,7000,0,0
2020-06-11 11:42:00+08:00,0.325,0.325,0.325,0.325,24000,0,0
2020-06-11 11:43:00+08:00,0.325,0.325,0.325,0.325,4000,0,0
2020-06-11 11:44:00+08:00,0.325,0.325,0.325,0.325,48700,0,0
2020-06-11 11:45:00+08:00,0.325,0.325,0.325,0.325,34300,0,0
2020-06-11 11:48:00+08:00,0.325,0.325,0.325,0.325,43000,0,0
2020-06-11 11:49:00+08:00,0.325,0.325,0.325,0.325,92700,0,0
2020-06-11 11:51:00+08:00,0.32,0.32,0.32,0.32,30000,0,0
2020-06-11 11:52:00+08:00,0.325,0.325,0.325,0.325,10000,0,0
2020-06-11 11:54:00+08:00,0.32,0.32,0.32,0.32,3200,0,0
2020-06-11 11:56:00+08:00,0.32,0.325,0.32,0.325,170000,0,0
2020-06-11 11:57:00+08:00,0.32,0.32,0.32,0.32,10000,0,0
2020-06-11 11:59:00+08:00,0.32,0.32,0.32,0.32,20000,0,0
2020-06-11 12:01:00+08:00,0.32,0.32,0.32,0.32,1693100,0,0
2020-06-11 12:03:00+08:00,0.32,0.32,0.32,0.32,3100,0,0
2020-06-11 12:05:00+08:00,0.32,0.32,0.32,0.32,5000,0,0
2020-06-11 12:06:00+08:00,0.32,0.32,0.32,0.32,20000,0,0
2020-06-11 12:07:00+08:00,0.32,0.32,0.32,0.32,5000,0,0
2020-06-11 12:09:00+08:00,0.32,0.32,0.32,0.32,30000,0,0
2020-06-11 12:12:00+08:00,0.32,0.32,0.32,0.32,5000,0,0
2020-06-11 12:13:00+08:00,0.32,0.32,0.32,0.32,5000,0,0
2020-06-11 12:14:00+08:00,0.32,0.32,0.32,0.32,5100,0,0
2020-06-11 12:15:00+08:00,0.32,0.32,0.32,0.32,2000,0,0
2020-06-11 12:16:00+08:00,0.32,0.32,0.315,0.32,85000,0,0
2020-06-11 12:17:00+08:00,0.32,0.32,0.32,0.32,11900,0,0
2020-06-11 12:26:00+08:00,0.32,0.32,0.32,0.32,30000,0,0
2020-06-11 12:29:00+08:00,0.315,0.315,0.315,0.315,10000,0,0
2020-06-11 14:30:00+08:00,0.315,0.315,0.315,0.315,1194600,0,0
2020-06-11 14:31:00+08:00,0.315,0.315,0.315,0.315,51200,0,0
2020-06-11 14:32:00+08:00,0.315,0.315,0.315,0.315,968400,0,0
2020-06-11 14:33:00+08:00,0.315,0.315,0.315,0.315,3500,0,0
2020-06-11 14:34:00+08:00,0.315,0.315,0.31,0.315,27000,0,0
2020-06-11 14:35:00+08:00,0.315,0.315,0.31,0.315,396200,0,0
2020-06-11 14:36:00+08:00,0.31,0.315,0.31,0.315,128300,0,0
2020-06-11 14:37:00+08:00,0.315,0.315,0.315,0.315,70000,0,0
2020-06-11 14:39:00+08:00,0.315,0.315,0.315,0.315,5000,0,0
2020-06-11 14:40:00+08:00,0.315,0.315,0.315,0.315,1000,0,0
2020-06-11 14:41:00+08:00,0.31,0.315,0.31,0.31,168700,0,0
2020-06-11 14:42:00+08:00,0.31,0.31,0.31,0.31,39000,0,0
2020-06-11 14:43:00+08:00,0.31,0.31,0.31,0.31,73300,0,0
2020-06-11 14:44:00+08:00,0.31,0.31,0.31,0.31,20000,0,0
2020-06-11 14:45:00+08:00,0.31,0.31,0.31,0.31,32700,0,0
2020-06-11 14:46:00+08:00,0.31,0.31,0.31,0.31,62600,0,0
2020-06-11 14:47:00+08:00,0.31,0.31,0.31,0.31,33800,0,0
2020-06-11 14:49:00+08:00,0.315,0.315,0.31,0.31,25000,0,0
2020-06-11 14:50:00+08:00,0.31,0.31,0.31,0.31,13000,0,0
2020-06-11 14:51:00+08:00,0.31,0.31,0.31,0.31,3000,0,0
2020-06-11 14:52:00+08:00,0.31,0.31,0.31,0.31,235000,0,0
2020-06-11 14:53:00+08:00,0.315,0.315,0.31,0.31,40000,0,0
2020-06-11 14:54:00+08:00,0.31,0.31,0.31,0.31,100,0,0
2020-06-11 14:55:00+08:00,0.31,0.31,0.31,0.31,47000,0,0
2020-06-11 14:56:00+08:00,0.31,0.31,0.31,0.31,45400,0,0
2020-06-11 14:57:00+08:00,0.315,0.315,0.315,0.315,10000,0,0
2020-06-11 15:00:00+08:00,0.315,0.315,0.315,0.315,30000,0,0
2020-06-11 15:01:00+08:00,0.315,0.315,0.315,0.315,75000,0,0
2020-06-11 15:02:00+08:00,0.315,0.315,0.315,0.315,20000,0,0
2020-06-11 15:03:00+08:00,0.315,0.315,0.315,0.315,10000,0,0
2020-06-11 15:04:00+08:00,0.315,0.315,0.315,0.315,30000,0,0
2020-06-11 15:05:00+08:00,0.31,0.31,0.31,0.31,50000,0,0
2020-06-11 15:06:00+08:00,0.31,0.31,0.31,0.31,33000,0,0
2020-06-11 15:09:00+08:00,0.31,0.31,0.31,0.31,25000,0,0
