Datetime,Close,Open,High,Low,Volume
2020-06-18 09:00:00+08,3.700000047683716,3.7300000190734863,3.7300000190734863,3.700000047683716,0
2020-06-18 09:01:00+08,3.700000047683716,3.7100000381469727,3.7300000190734863,3.700000047683716,34500
2020-06-18 09:04:00+08,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,91000
2020-06-18 09:05:00+08,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,2300
2020-06-18 09:06:00+08,3.75,3.75,3.759999990463257,3.75,13300
2020-06-18 09:07:00+08,3.740000009536743,3.759999990463257,3.759999990463257,3.740000009536743,39800
2020-06-18 09:08:00+08,3.740000009536743,3.740000009536743,3.740000009536743,3.740000009536743,500
2020-06-18 09:09:00+08,3.740000009536743,3.740000009536743,3.740000009536743,3.7300000190734863,42600
2020-06-18 09:10:00+08,3.7300000190734863,3.740000009536743,3.740000009536743,3.7300000190734863,10300
2020-06-18 09:11:00+08,3.7300000190734863,3.740000009536743,3.740000009536743,3.7300000190734863,25000
2020-06-18 09:12:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,3800
2020-06-18 09:14:00+08,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.7200000286102295,26000
2020-06-18 09:15:00+08,3.7200000286102295,3.7100000381469727,3.7200000286102295,3.7100000381469727,12000
2020-06-18 09:16:00+08,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.7200000286102295,800
2020-06-18 09:17:00+08,3.7200000286102295,3.7200000286102295,3.7200000286102295,3.7200000286102295,6700
2020-06-18 09:18:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,11700
2020-06-18 09:22:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,15400
2020-06-18 09:23:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,10900
2020-06-18 09:24:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,8000
2020-06-18 09:25:00+08,3.7300000190734863,3.7300000190734863,3.7300000190734863,3.7300000190734863,1400
2020-06-18 09:26:00+08,3.7200000286102295,3.7300000190734863,3.7300000190734863,3.7200000286102295,11600
2020-06-18 09:27:00+08,3.7200000286102295,3.7300000190734863,3.7300000190734863,3.7200000286102295,29500
2020-06-18 09:28:00+08,3.7100000381469727,3.7200000286102295,3.7200000286102295,3.7100000381469727,13900
2020-06-18 09:29:00+08,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,500
2020-06-18 09:30:00+08,3.700000047683716,3.7100000381469727,3.7100000381469727,3.700000047683716,153500
2020-06-18 09:31:00+08,3.7100000381469727,3.7100000381469727,3.7100000381469727,3.7100000381469727,22100
2020-06-18 09:32:00+08,3.700000047683716,3.7100000381469727,3.7100000381469727,3.700000047683716,32600
2020-06-18 09:33:00+08,3.680000066757202,3.690000057220459,3.690000057220459,3.6700000762939453,76200
2020-06-18 09:34:00+08,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,3000
2020-06-18 09:35:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.6700000762939453,41700
2020-06-18 09:36:00+08,3.700000047683716,3.690000057220459,3.700000047683716,3.680000066757202,33800
2020-06-18 09:38:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,7000
2020-06-18 09:39:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,9000
2020-06-18 09:40:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.690000057220459,2500
2020-06-18 09:41:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,2800
2020-06-18 09:42:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,2800
2020-06-18 09:43:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,800
2020-06-18 09:44:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,23800
2020-06-18 09:45:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,7900
2020-06-18 09:47:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,15200
2020-06-18 09:48:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.680000066757202,22800
2020-06-18 09:49:00+08,3.680000066757202,3.690000057220459,3.690000057220459,3.680000066757202,18600
2020-06-18 09:50:00+08,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,14800
2020-06-18 09:51:00+08,3.6700000762939453,3.6700000762939453,3.6700000762939453,3.6700000762939453,33000
2020-06-18 09:52:00+08,3.680000066757202,3.6600000858306885,3.680000066757202,3.6600000858306885,75700
2020-06-18 09:53:00+08,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,3300
2020-06-18 09:54:00+08,3.690000057220459,3.680000066757202,3.690000057220459,3.680000066757202,19600
2020-06-18 09:55:00+08,3.680000066757202,3.690000057220459,3.690000057220459,3.680000066757202,33000
2020-06-18 09:56:00+08,3.680000066757202,3.680000066757202,3.680000066757202,3.680000066757202,24000
2020-06-18 09:57:00+08,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,50000
2020-06-18 09:58:00+08,3.700000047683716,3.690000057220459,3.700000047683716,3.690000057220459,70000
2020-06-18 09:59:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,22000
2020-06-18 10:01:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,26500
2020-06-18 10:03:00+08,3.700000047683716,3.700000047683716,3.700000047683716,3.700000047683716,16700
