Datetime,Close,CloseLast,CloseFirst,Grad,Grad_Pct,rolling_days,Fibo236,Fibo382,Fibo500,Fibo618,Fibo764,FiboStartDate,FiboStartPrice
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,14,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,15,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,18,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,19,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,20,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,22,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,25,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-03 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,27,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
2020-06-25 08:00:00+08:00,0.05,0.05,0.015,0.035,233.33333333333334,29,0.04174,0.03663,0.0325,0.02837,0.02326,2020-05-12 08:00:00+08:00,0.015
