Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-17 09:00:00+08:00,0.225,0.225,0.22,0.225,0,0,0
2020-06-17 09:01:00+08:00,0.225,0.225,0.22,0.22,830800,0,0
2020-06-17 09:02:00+08:00,0.22,0.225,0.215,0.22,1809000,0,0
2020-06-17 09:03:00+08:00,0.215,0.22,0.215,0.215,2424400,0,0
2020-06-17 09:04:00+08:00,0.215,0.215,0.21,0.21,388000,0,0
2020-06-17 09:05:00+08:00,0.21,0.21,0.21,0.21,1178200,0,0
2020-06-17 09:06:00+08:00,0.21,0.21,0.21,0.21,154000,0,0
2020-06-17 09:07:00+08:00,0.21,0.21,0.21,0.21,26000,0,0
2020-06-17 09:08:00+08:00,0.21,0.215,0.21,0.21,1240000,0,0
2020-06-17 09:09:00+08:00,0.21,0.21,0.21,0.21,173000,0,0
2020-06-17 09:10:00+08:00,0.21,0.21,0.21,0.21,163000,0,0
2020-06-17 09:11:00+08:00,0.21,0.21,0.21,0.21,69000,0,0
2020-06-17 09:12:00+08:00,0.21,0.21,0.21,0.21,30000,0,0
2020-06-17 09:13:00+08:00,0.21,0.21,0.21,0.21,102600,0,0
2020-06-17 09:14:00+08:00,0.21,0.21,0.21,0.21,20000,0,0
2020-06-17 09:15:00+08:00,0.21,0.21,0.21,0.21,234600,0,0
2020-06-17 09:18:00+08:00,0.21,0.21,0.21,0.21,343400,0,0
2020-06-17 09:19:00+08:00,0.21,0.21,0.21,0.21,309000,0,0
2020-06-17 09:20:00+08:00,0.21,0.21,0.21,0.21,346500,0,0
2020-06-17 09:21:00+08:00,0.21,0.21,0.205,0.205,54400,0,0
2020-06-17 09:22:00+08:00,0.21,0.21,0.21,0.21,101000,0,0
2020-06-17 09:23:00+08:00,0.205,0.205,0.205,0.205,47000,0,0
2020-06-17 09:24:00+08:00,0.205,0.205,0.205,0.205,20000,0,0
2020-06-17 09:25:00+08:00,0.205,0.205,0.205,0.205,25000,0,0
2020-06-17 09:26:00+08:00,0.205,0.205,0.205,0.205,45000,0,0
2020-06-17 09:28:00+08:00,0.205,0.205,0.205,0.205,117500,0,0
2020-06-17 09:29:00+08:00,0.21,0.21,0.205,0.21,13500,0,0
2020-06-17 09:30:00+08:00,0.21,0.21,0.21,0.21,10000,0,0
2020-06-17 09:31:00+08:00,0.205,0.205,0.205,0.205,70000,0,0
2020-06-17 09:32:00+08:00,0.21,0.21,0.205,0.205,6500,0,0
2020-06-17 09:33:00+08:00,0.21,0.21,0.205,0.205,430000,0,0
2020-06-17 09:34:00+08:00,0.205,0.205,0.205,0.205,987200,0,0
2020-06-17 09:36:00+08:00,0.205,0.205,0.205,0.205,50000,0,0
2020-06-17 09:37:00+08:00,0.205,0.205,0.205,0.205,2000,0,0
2020-06-17 09:38:00+08:00,0.205,0.205,0.205,0.205,532700,0,0
2020-06-17 09:40:00+08:00,0.205,0.205,0.205,0.205,5000,0,0
2020-06-17 09:41:00+08:00,0.205,0.205,0.205,0.205,5000,0,0
2020-06-17 09:42:00+08:00,0.205,0.205,0.205,0.205,5000,0,0
2020-06-17 09:45:00+08:00,0.205,0.205,0.205,0.205,100000,0,0
2020-06-17 09:48:00+08:00,0.21,0.21,0.21,0.21,5700,0,0
2020-06-17 09:50:00+08:00,0.205,0.205,0.205,0.205,72800,0,0
2020-06-17 09:51:00+08:00,0.205,0.205,0.205,0.205,10000,0,0
2020-06-17 09:53:00+08:00,0.205,0.205,0.205,0.205,30000,0,0
2020-06-17 09:54:00+08:00,0.205,0.205,0.205,0.205,148000,0,0
2020-06-17 09:55:00+08:00,0.205,0.205,0.2,0.2,40000,0,0
2020-06-17 09:56:00+08:00,0.205,0.205,0.205,0.205,150000,0,0
2020-06-17 09:57:00+08:00,0.2,0.2,0.2,0.2,5000,0,0
2020-06-17 09:58:00+08:00,0.2,0.2,0.2,0.2,30000,0,0
2020-06-17 10:00:00+08:00,0.205,0.205,0.205,0.205,50000,0,0
2020-06-17 10:01:00+08:00,0.205,0.205,0.205,0.205,50000,0,0
2020-06-17 10:02:00+08:00,0.2,0.205,0.2,0.205,30000,0,0
2020-06-17 10:03:00+08:00,0.205,0.205,0.205,0.205,100000,0,0
2020-06-17 10:04:00+08:00,0.205,0.205,0.205,0.205,25000,0,0
2020-06-17 10:05:00+08:00,0.205,0.205,0.205,0.205,13000,0,0
2020-06-17 10:06:00+08:00,0.2,0.2,0.2,0.2,11500,0,0
2020-06-17 10:09:00+08:00,0.205,0.205,0.205,0.205,5000,0,0
2020-06-17 10:10:00+08:00,0.205,0.205,0.205,0.205,5000,0,0
2020-06-17 10:12:00+08:00,0.205,0.205,0.205,0.205,160000,0,0
2020-06-17 10:13:00+08:00,0.205,0.205,0.205,0.205,187500,0,0
2020-06-17 10:17:00+08:00,0.21,0.21,0.21,0.21,12000,0,0
2020-06-17 10:19:00+08:00,0.21,0.21,0.205,0.205,698800,0,0
2020-06-17 10:20:00+08:00,0.205,0.205,0.205,0.205,152600,0,0
2020-06-17 10:22:00+08:00,0.205,0.205,0.205,0.205,88000,0,0
2020-06-17 10:23:00+08:00,0.205,0.205,0.205,0.205,70000,0,0
2020-06-17 10:24:00+08:00,0.205,0.205,0.205,0.205,50000,0,0
2020-06-17 10:25:00+08:00,0.205,0.205,0.205,0.205,45000,0,0
2020-06-17 10:32:00+08:00,0.205,0.205,0.205,0.205,10000,0,0
2020-06-17 10:33:00+08:00,0.205,0.205,0.205,0.205,130000,0,0
2020-06-17 10:34:00+08:00,0.205,0.205,0.205,0.205,10000,0,0
2020-06-17 10:35:00+08:00,0.205,0.205,0.205,0.205,100000,0,0
2020-06-17 10:37:00+08:00,0.205,0.205,0.205,0.205,10000,0,0
2020-06-17 10:38:00+08:00,0.205,0.205,0.205,0.205,254000,0,0
