Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-16 09:10:00+08:00,0.345,0.345,0.345,0.345,0,0,0
2020-06-16 09:11:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:13:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 09:14:00+08:00,0.345,0.345,0.345,0.345,60000,0,0
2020-06-16 09:15:00+08:00,0.345,0.345,0.345,0.345,30000,0,0
2020-06-16 09:16:00+08:00,0.345,0.345,0.345,0.345,65700,0,0
2020-06-16 09:17:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:19:00+08:00,0.345,0.345,0.345,0.345,15700,0,0
2020-06-16 09:20:00+08:00,0.345,0.345,0.345,0.345,40000,0,0
2020-06-16 09:21:00+08:00,0.345,0.345,0.345,0.345,30000,0,0
2020-06-16 09:22:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:23:00+08:00,0.345,0.345,0.345,0.345,50000,0,0
2020-06-16 09:25:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 09:26:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:27:00+08:00,0.345,0.345,0.345,0.345,30000,0,0
2020-06-16 09:28:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:30:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:32:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 09:34:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:35:00+08:00,0.345,0.345,0.345,0.345,30000,0,0
2020-06-16 09:36:00+08:00,0.345,0.345,0.345,0.345,20000,0,0
2020-06-16 09:40:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 09:42:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 10:31:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 10:32:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 10:33:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 10:35:00+08:00,0.345,0.345,0.345,0.345,10000,0,0
2020-06-16 10:38:00+08:00,0.345,0.345,0.345,0.345,5000,0,0
2020-06-16 10:39:00+08:00,0.345,0.345,0.345,0.345,5000,0,0
2020-06-16 11:26:00+08:00,0.345,0.345,0.345,0.345,30000,0,0
2020-06-16 14:37:00+08:00,0.345,0.345,0.345,0.345,50000,0,0
2020-06-16 14:38:00+08:00,0.345,0.35,0.345,0.35,130900,0,0
2020-06-16 14:39:00+08:00,0.345,0.345,0.345,0.345,200000,0,0
2020-06-16 14:40:00+08:00,0.345,0.345,0.345,0.345,80000,0,0
2020-06-16 14:42:00+08:00,0.345,0.345,0.345,0.345,159000,0,0
2020-06-16 14:43:00+08:00,0.345,0.345,0.345,0.345,115000,0,0
2020-06-16 14:44:00+08:00,0.345,0.345,0.345,0.345,66000,0,0
2020-06-16 14:49:00+08:00,0.35,0.35,0.35,0.35,10000,0,0
2020-06-16 14:50:00+08:00,0.35,0.35,0.35,0.35,20000,0,0
2020-06-16 15:07:00+08:00,0.345,0.345,0.345,0.345,0,0,0
2020-06-16 15:34:00+08:00,0.345,0.345,0.345,0.345,1634900,0,0
2020-06-16 15:47:00+08:00,0.345,0.345,0.345,0.345,200,0,0
2020-06-16 16:10:00+08:00,0.345,0.345,0.345,0.345,4700,0,0
2020-06-16 16:41:00+08:00,0.345,0.345,0.345,0.345,1643300,0,0
