Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-06-03,5.55,5.62,5.49,5.5,6028500,0,0
2020-06-04,5.51,5.63,5.5,5.59,6727800,0,0
2020-06-05,5.54,5.64,5.54,5.55,3084700,0,0
2020-06-09,5.55,5.81,5.55,5.63,4693100,0,0
2020-06-10,5.6,5.62,5.53,5.57,5603300,0,0
2020-06-11,5.65,5.65,5.44,5.5,4696700,0,0
2020-06-12,5.5,5.54,5.43,5.43,1848100,0,0
2020-06-15,5.41,5.5,5.41,5.42,2338400,0,0
2020-06-16,5.43,5.59,5.42,5.43,1576600,0,0
2020-06-17,5.43,5.44,5.36,5.39,5300600,0,0
2020-06-18,5.4,5.43,5.39,5.4,1599500,0,0
2020-06-19,5.32,5.53,5.32,5.4,7694100,0,0
