Datetime,Close,Open,High,Low,Volume
2020-06-17 09:17:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,0
2020-06-17 09:21:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,1000
2020-06-17 09:26:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,2500
2020-06-17 09:28:00+08,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,2000
2020-06-17 10:09:00+08,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,1000
2020-06-17 10:55:00+08,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,5000
2020-06-17 11:07:00+08,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,1000
2020-06-17 12:01:00+08,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,500
2020-06-17 12:03:00+08,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,500
2020-06-17 14:30:00+08,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,1000
2020-06-17 14:32:00+08,2.630000114440918,2.630000114440918,2.630000114440918,2.630000114440918,300
2020-06-17 14:34:00+08,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,1800
2020-06-17 14:44:00+08,2.640000104904175,2.640000104904175,2.640000104904175,2.640000104904175,1000
2020-06-17 15:41:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,1000
2020-06-17 16:04:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,500
2020-06-17 16:14:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,9500
2020-06-17 16:19:00+08,2.6500000953674316,2.6500000953674316,2.6500000953674316,2.6500000953674316,100
2020-06-17 16:34:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,1000
2020-06-17 16:57:00+08,2.6600000858306885,2.6600000858306885,2.6600000858306885,2.6600000858306885,2000
