Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02,0.6279,0.6279,0.6179,0.6229,374400,0.0,0
2020-01-03,0.6179,0.6229,0.6179,0.6179,402200,0.0,0
2020-01-06,0.6179,0.6229,0.6129,0.6179,230200,0.0,0
2020-01-07,0.6129,0.6279,0.6129,0.6179,487800,0.0,0
2020-01-08,0.6229,0.6428,0.6229,0.6329,919700,0.0,0
2020-01-09,0.6378,0.6827,0.6329,0.6727,2096500,0.0,0
2020-01-10,0.6727,0.6727,0.6229,0.6329,1362500,0.0,0
2020-01-13,0.6279,0.6528,0.6279,0.6329,470000,0.0,0
2020-01-14,0.6329,0.6428,0.6279,0.6428,138200,0.0,0
2020-01-15,0.6329,0.6378,0.6179,0.6329,437500,0.0,0
2020-01-16,0.6279,0.6279,0.6229,0.6229,274600,0.0,0
2020-01-17,0.6279,0.6279,0.6229,0.6279,74600,0.0,0
2020-01-20,0.6279,0.6279,0.6179,0.6229,417400,0.0,0
2020-01-21,0.6179,0.6229,0.6129,0.6229,425300,0.0,0
2020-01-22,0.6229,0.6279,0.6179,0.6279,846400,0.0,0
2020-01-23,0.6279,0.6279,0.6179,0.6229,170100,0.0,0
2020-01-24,0.6229,0.6229,0.6229,0.6229,0,0.0,0
2020-01-28,0.6229,0.6528,0.6229,0.6428,890400,0.0,0
2020-01-29,0.6528,0.6578,0.6329,0.6329,798700,0.0,0
2020-01-30,0.6428,0.6428,0.6279,0.6378,425200,0.0,0
2020-01-31,0.6329,0.6378,0.6129,0.6179,444000,0.0,0
2020-02-03,0.6079,0.6279,0.6079,0.6129,604900,0.0,0
2020-02-04,0.6129,0.6179,0.6079,0.6129,597300,0.0,0
2020-02-05,0.6179,0.6179,0.6129,0.6179,247400,0.0,0
2020-02-06,0.6179,0.6279,0.6129,0.6129,792400,0.0,0
2020-02-07,0.6179,0.6229,0.6129,0.6179,356600,0.0,0
2020-02-10,0.6179,0.6179,0.603,0.6179,466200,0.0,0
2020-02-11,0.6079,0.6129,0.603,0.603,740800,0.0,0
2020-02-12,0.603,0.6129,0.603,0.6079,320300,0.0,0
2020-02-13,0.6079,0.6129,0.603,0.6079,389100,0.0,0
2020-02-14,0.6079,0.6129,0.603,0.6129,160000,0.0,0
2020-02-17,0.6079,0.6129,0.6079,0.6129,196600,0.0,0
2020-02-18,0.6079,0.6129,0.603,0.6129,339000,0.0,0
2020-02-19,0.6129,0.6129,0.6079,0.6079,249300,0.0,0
2020-02-20,0.6129,0.6428,0.6079,0.6329,3815000,0.0,0
2020-02-21,0.6378,0.6528,0.6329,0.6478,2512100,0.0,0
2020-02-24,0.6279,0.6578,0.6279,0.6428,3516000,0.0,0
2020-02-25,0.6378,0.6378,0.6279,0.6279,1311800,0.0,0
2020-02-26,0.6279,0.6478,0.6229,0.6329,1373500,0.0,0
