Datetime,Close,Open,High,Low,Volume
2020-06-17 09:00:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,0
2020-06-17 09:01:00+08,1.0499999523162842,1.0399999618530273,1.0499999523162842,1.0399999618530273,304400
2020-06-17 09:02:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,491900
2020-06-17 09:03:00+08,1.0399999618530273,1.0499999523162842,1.0499999523162842,1.0399999618530273,508000
2020-06-17 09:04:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,81500
2020-06-17 09:05:00+08,1.0499999523162842,1.0399999618530273,1.0499999523162842,1.0399999618530273,269800
2020-06-17 09:06:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0399999618530273,62000
2020-06-17 09:07:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,126100
2020-06-17 09:08:00+08,1.0399999618530273,1.0499999523162842,1.0499999523162842,1.0399999618530273,36900
2020-06-17 09:09:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0399999618530273,65000
2020-06-17 09:10:00+08,1.0399999618530273,1.0499999523162842,1.0499999523162842,1.0399999618530273,233000
2020-06-17 09:11:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,319000
2020-06-17 09:12:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,90700
2020-06-17 09:14:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,57800
2020-06-17 09:15:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,96600
2020-06-17 09:16:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,94900
2020-06-17 09:18:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,13000
2020-06-17 09:21:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,167000
2020-06-17 09:22:00+08,1.0399999618530273,1.0499999523162842,1.0499999523162842,1.0399999618530273,191000
2020-06-17 09:23:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0399999618530273,110000
2020-06-17 09:24:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,304400
2020-06-17 09:25:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,342600
2020-06-17 09:26:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,212500
2020-06-17 09:27:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0499999523162842,2000
2020-06-17 09:28:00+08,1.0399999618530273,1.0499999523162842,1.0499999523162842,1.0399999618530273,64600
2020-06-17 09:29:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,2000
2020-06-17 09:30:00+08,1.0499999523162842,1.0399999618530273,1.0499999523162842,1.0399999618530273,5100
2020-06-17 09:31:00+08,1.0499999523162842,1.0499999523162842,1.0499999523162842,1.0399999618530273,45000
2020-06-17 09:32:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,321000
2020-06-17 09:33:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,218500
2020-06-17 09:34:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,9600
2020-06-17 09:35:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,15500
2020-06-17 09:36:00+08,1.0399999618530273,1.0399999618530273,1.0499999523162842,1.0399999618530273,248000
2020-06-17 09:37:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,23000
2020-06-17 09:38:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,30000
2020-06-17 09:39:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,73200
2020-06-17 09:40:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,86000
2020-06-17 09:41:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,36700
2020-06-17 09:42:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,43300
2020-06-17 09:43:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,7000
2020-06-17 09:45:00+08,1.0399999618530273,1.0399999618530273,1.0399999618530273,1.0399999618530273,1000
2020-06-17 09:46:00+08,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,528600
2020-06-17 09:47:00+08,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,100100
2020-06-17 09:48:00+08,1.0199999809265137,1.0299999713897705,1.0299999713897705,1.0199999809265137,100600
2020-06-17 09:49:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,19000
2020-06-17 09:50:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,24700
2020-06-17 09:51:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,39500
2020-06-17 09:52:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,1700
2020-06-17 09:53:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,165600
2020-06-17 09:54:00+08,1.0199999809265137,1.0199999809265137,1.0199999809265137,1.0199999809265137,10000
2020-06-17 09:56:00+08,1.0299999713897705,1.0299999713897705,1.0299999713897705,1.0299999713897705,10000
